record_id,equipment_id,equipment_type,operating_hours,engine_temperature_C,vibration_level,oil_pressure_bar,fuel_rate_L_per_hr,load_tons,ambient_temperature_C,failure
1269,EQ0182,Crusher,4961,86.22,0.449,2.68,24.5,156.6,31.21,0
1270,EQ0055,Haul Truck,3011,90.02,0.634,2.46,35.53,160.0,24.39,0
1271,EQ0115,Crusher,9091,99.02,0.341,2.9,42.7,100.6,32.2,0
1272,EQ0168,Haul Truck,7336,104.7,0.559,2.95,25.83,113.8,23.73,0
1273,EQ0143,Crusher,5665,83.05,0.374,3.17,19.43,101.6,23.27,0
1274,EQ0149,Haul Truck,6631,93.65,0.423,2.61,21.29,146.9,27.83,0
1275,EQ0175,Loader,1209,97.27,-0.045,3.37,50.62,130.0,20.7,0
1276,EQ0053,Loader,7029,94.18,0.814,3.13,39.39,152.1,30.38,1
1277,EQ0137,Drill,1350,75.19,0.583,2.83,35.74,153.4,33.26,0
1278,EQ0180,Haul Truck,8277,99.01,0.385,2.64,47.56,68.2,31.32,0
1279,EQ0057,Excavator,1749,107.15,0.331,2.91,36.76,160.5,31.86,0
1280,EQ0117,Drill,7451,95.93,0.426,2.59,42.15,148.5,16.45,0
1281,EQ0154,Loader,6011,86.75,0.608,3.03,40.21,108.9,25.23,0
1282,EQ0169,Haul Truck,9637,90.89,0.216,3.04,36.23,130.5,26.64,1
1283,EQ0035,Crusher,3056,109.16,0.479,3.13,42.35,116.3,36.73,0
1284,EQ0063,Excavator,5928,102.28,0.766,3.88,46.19,138.5,24.51,0
1285,EQ0025,Loader,5094,100.12,0.33,2.93,38.52,108.9,14.19,0
1286,EQ0090,Drill,6536,97.85,0.512,3.5,36.32,134.4,21.98,0
1287,EQ0075,Haul Truck,8776,89.71,0.83,3.11,37.26,122.0,24.03,1
1288,EQ0038,Excavator,7714,93.4,0.595,2.88,21.62,107.0,15.06,0
1289,EQ0130,Haul Truck,9094,94.38,0.519,2.94,42.26,125.7,33.81,0
1290,EQ0135,Crusher,1815,99.4,0.576,2.97,30.33,201.2,18.58,0
1291,EQ0162,Drill,8250,107.07,0.44,3.14,45.04,99.4,30.68,1
1292,EQ0091,Haul Truck,3583,103.95,0.695,2.52,39.28,112.5,21.45,0
1293,EQ0017,Loader,7775,83.64,0.44,2.27,40.84,100.0,37.04,0
1294,EQ0128,Drill,1857,96.79,0.206,3.33,45.6,103.1,26.34,0
1295,EQ0171,Loader,1909,100.89,0.441,3.45,32.59,144.5,25.13,0
1296,EQ0187,Haul Truck,5639,99.95,0.355,3.37,42.95,141.5,31.17,0
1297,EQ0108,Drill,6148,89.97,0.458,3.08,42.14,119.8,21.96,0
1298,EQ0179,Loader,9962,118.31,0.461,3.38,38.52,150.8,31.45,1
1299,EQ0182,Crusher,1251,84.78,0.68,3.36,32.57,143.8,25.11,0
1300,EQ0152,Crusher,5592,86.33,0.604,3.39,44.76,115.1,24.43,0
1301,EQ0025,Haul Truck,6811,96.87,0.539,2.57,45.63,74.0,27.47,0
1302,EQ0199,Drill,6402,111.93,0.5,2.45,40.91,144.9,21.46,0
1303,EQ0180,Excavator,4847,88.31,0.341,2.81,31.44,125.1,26.85,0
1304,EQ0198,Drill,8502,92.87,0.173,2.99,35.78,120.7,30.04,0
1305,EQ0088,Crusher,4781,103.62,0.517,2.88,39.52,106.0,14.15,1
1306,EQ0161,Loader,2607,94.86,0.619,2.06,45.51,142.3,34.55,0
1307,EQ0177,Excavator,3063,92.32,0.484,3.86,27.33,130.5,32.9,0
1308,EQ0029,Haul Truck,3528,99.53,0.42,2.86,35.49,112.9,16.87,0
1309,EQ0063,Excavator,7594,97.18,0.57,3.09,36.78,83.2,15.94,0
1310,EQ0150,Haul Truck,4055,103.24,0.488,3.62,39.33,152.0,33.05,0
1311,EQ0154,Excavator,3805,105.33,0.753,1.83,29.59,138.1,32.59,1
1312,EQ0156,Haul Truck,4138,97.46,0.685,2.74,38.26,127.7,31.74,0
1313,EQ0114,Haul Truck,9344,97.33,0.644,2.81,37.52,40.3,19.44,0
1314,EQ0049,Excavator,813,96.71,0.614,2.83,31.7,118.9,38.97,0
1315,EQ0199,Excavator,7360,98.91,0.306,2.91,39.06,112.8,23.47,0
1316,EQ0081,Haul Truck,7111,95.44,0.599,3.72,35.67,101.4,29.44,0
1317,EQ0084,Crusher,8979,95.0,0.556,3.34,43.96,142.6,29.51,0
1318,EQ0105,Excavator,8621,104.57,0.591,3.48,32.92,141.4,37.56,0
1319,EQ0177,Drill,1846,107.13,0.574,3.02,40.72,133.1,28.75,0
1320,EQ0148,Loader,1307,82.94,0.568,2.3,33.53,151.1,30.5,0
1321,EQ0118,Haul Truck,884,95.08,0.905,1.96,35.2,89.3,27.54,0
1322,EQ0086,Haul Truck,2796,89.49,0.489,2.24,42.38,106.4,20.82,0
1323,EQ0063,Loader,7173,92.51,0.64,3.18,41.88,122.2,14.09,0
1324,EQ0189,Crusher,5136,98.22,0.429,3.02,36.66,101.3,28.2,0
1325,EQ0104,Loader,7227,100.36,0.619,2.89,37.84,141.8,19.53,0
1326,EQ0049,Excavator,3818,94.1,0.641,2.82,28.37,104.3,30.1,0
1327,EQ0071,Loader,5875,79.69,0.555,4.01,51.22,159.0,28.89,0
1328,EQ0001,Haul Truck,8010,87.28,0.75,2.59,45.5,92.1,28.75,1
1329,EQ0141,Loader,2793,102.17,0.367,3.46,45.21,184.0,21.68,0
1330,EQ0179,Drill,725,73.08,0.427,3.0,27.24,180.9,34.22,0
1331,EQ0123,Excavator,3808,104.5,0.532,2.97,35.24,117.2,30.85,0
1332,EQ0184,Loader,6959,99.17,0.632,3.59,37.32,154.4,20.91,0
1333,EQ0062,Haul Truck,9053,105.53,0.527,3.73,24.55,108.0,40.41,0
1334,EQ0032,Excavator,7792,93.41,0.693,2.88,47.12,150.4,26.74,0
1335,EQ0158,Haul Truck,6498,78.51,0.401,3.4,51.63,114.7,19.99,0
1336,EQ0029,Crusher,7352,98.44,0.329,3.18,56.5,81.4,23.45,0
1337,EQ0049,Drill,1655,105.2,0.546,3.0,31.63,14.0,18.95,0
1338,EQ0173,Crusher,8967,102.4,0.488,3.1,40.94,111.9,36.16,1
1339,EQ0030,Drill,4287,89.7,0.581,2.66,50.58,128.4,34.48,0
1340,EQ0144,Loader,7867,95.69,0.496,2.85,37.97,159.9,32.44,0
1341,EQ0168,Excavator,136,90.74,0.449,2.71,35.46,121.1,31.31,0
1342,EQ0019,Loader,1887,88.45,0.489,3.45,25.07,150.1,35.49,0
1343,EQ0018,Drill,6383,102.64,0.504,2.95,49.06,106.4,26.55,0
1344,EQ0001,Drill,8160,85.42,0.454,2.35,39.85,109.9,30.54,1
1345,EQ0078,Drill,8165,87.85,0.47,2.64,34.17,151.6,23.13,0
1346,EQ0115,Haul Truck,3980,86.17,0.439,1.4,42.27,46.1,27.08,1
1347,EQ0175,Excavator,6032,83.08,0.628,2.75,41.22,120.4,30.7,0
1348,EQ0194,Loader,8428,96.17,0.529,3.02,41.35,108.0,9.51,0
1349,EQ0113,Loader,6433,104.29,0.839,2.93,38.26,160.8,24.28,1
1350,EQ0114,Crusher,5859,93.52,0.524,3.99,52.98,104.2,28.99,0
1351,EQ0166,Drill,6585,82.95,0.417,3.29,38.93,135.5,27.53,0
1352,EQ0179,Drill,5167,101.72,0.901,3.27,52.95,147.6,25.29,0
1353,EQ0063,Drill,761,108.49,0.562,2.18,44.51,75.2,31.53,1
1354,EQ0132,Loader,8073,89.83,0.649,2.82,42.81,115.8,23.75,0
1355,EQ0129,Crusher,6486,91.17,0.589,2.76,39.09,107.1,20.67,0
1356,EQ0008,Haul Truck,7987,99.13,0.593,2.61,47.79,148.4,35.1,0
1357,EQ0157,Excavator,514,107.97,0.58,2.6,40.9,140.3,34.26,0
1358,EQ0055,Haul Truck,6950,90.84,0.335,2.1,32.54,113.0,24.41,0
1359,EQ0103,Loader,8634,84.34,0.555,2.36,32.28,88.6,27.59,0
1360,EQ0131,Drill,2829,100.05,0.301,3.44,43.38,151.1,33.08,0
1361,EQ0032,Excavator,3997,101.39,0.474,2.93,32.74,118.0,28.26,0
1362,EQ0010,Loader,2269,95.05,0.391,2.75,39.5,71.4,31.18,0
1363,EQ0110,Loader,1978,90.53,0.554,3.0,48.46,74.0,30.85,0
1364,EQ0162,Loader,6554,102.96,0.55,3.58,42.43,133.1,26.08,0
1365,EQ0124,Excavator,4670,99.22,0.572,3.0,34.22,81.7,31.1,0
1366,EQ0087,Excavator,1615,88.85,0.543,3.27,51.28,175.8,22.21,0
1367,EQ0055,Crusher,674,95.39,0.409,2.58,44.38,91.9,30.37,0
1368,EQ0032,Crusher,2967,84.19,0.461,2.69,48.14,120.0,27.56,0
1369,EQ0178,Haul Truck,3644,100.49,0.638,3.18,21.86,124.8,25.84,0
1370,EQ0135,Excavator,4577,92.9,0.66,3.95,42.65,98.1,20.52,0
1371,EQ0093,Excavator,171,91.51,0.328,3.71,46.74,52.8,28.79,0
1372,EQ0008,Excavator,3080,94.74,0.27,3.29,53.6,125.7,28.23,0
1373,EQ0065,Crusher,9409,95.32,0.391,3.08,28.29,97.4,22.96,0
1374,EQ0057,Loader,5592,102.16,0.657,3.7,49.65,123.5,18.42,0
1375,EQ0067,Drill,9651,99.73,0.682,3.4,53.16,116.3,18.13,0
1376,EQ0187,Crusher,4859,93.75,0.361,1.85,23.86,127.9,26.48,0
1377,EQ0072,Excavator,9807,101.11,0.546,2.47,43.83,166.9,29.84,1
1378,EQ0054,Crusher,8184,98.21,0.775,3.17,44.94,103.6,39.1,1
1379,EQ0067,Haul Truck,139,91.59,0.562,2.11,37.38,105.9,27.73,0
1380,EQ0051,Excavator,9674,94.0,0.713,2.55,36.08,70.0,18.25,1
1381,EQ0097,Haul Truck,5473,93.81,0.65,2.65,45.34,114.1,26.76,0
1382,EQ0092,Excavator,7665,99.04,0.363,2.87,35.08,132.3,35.51,0
1383,EQ0008,Crusher,2000,92.06,0.472,2.86,38.26,105.5,23.9,0
1384,EQ0162,Loader,2317,91.88,0.505,2.86,46.5,132.5,34.71,0
1385,EQ0035,Drill,4896,110.75,0.516,3.41,54.03,114.7,29.05,0
1386,EQ0096,Haul Truck,4706,102.52,0.637,2.87,44.3,80.9,31.88,0
1387,EQ0088,Crusher,1383,88.92,0.561,2.81,41.07,129.4,39.15,0
1388,EQ0078,Loader,8875,99.57,0.06,2.33,35.87,113.8,16.98,1
1389,EQ0032,Crusher,8750,95.95,0.303,3.51,31.92,123.7,33.38,0
1390,EQ0120,Haul Truck,915,98.13,0.172,2.66,48.88,103.0,27.43,0
1391,EQ0046,Drill,2611,96.1,0.526,2.46,38.77,100.3,22.3,0
1392,EQ0144,Crusher,346,104.52,0.536,3.11,49.21,124.7,27.4,1
1393,EQ0196,Excavator,4925,97.76,0.542,2.62,37.36,113.1,38.15,0
1394,EQ0165,Loader,6616,94.5,0.356,2.74,34.81,171.7,36.01,1
1395,EQ0182,Crusher,516,103.34,0.601,3.13,43.37,144.0,16.0,0
1396,EQ0142,Loader,6802,96.87,0.607,2.84,39.39,136.4,23.38,0
1397,EQ0055,Excavator,3817,95.97,0.312,4.16,30.36,114.7,33.66,0
1398,EQ0176,Drill,207,97.51,0.28,2.96,54.54,59.2,27.87,0
1399,EQ0007,Drill,9130,94.25,0.5,3.31,34.98,95.8,27.89,1
1400,EQ0074,Excavator,4613,95.07,0.769,2.03,47.42,100.6,18.59,0
1401,EQ0007,Loader,1521,90.31,0.755,2.57,46.73,111.8,23.53,1
1402,EQ0161,Crusher,7383,88.99,0.585,2.46,29.92,119.0,19.85,0
1403,EQ0151,Excavator,355,87.01,0.391,2.52,31.98,139.7,18.08,0
1404,EQ0085,Haul Truck,7348,83.86,0.633,3.21,37.59,128.2,20.45,0
1405,EQ0147,Loader,9129,87.96,0.432,3.52,33.07,154.8,22.43,0
1406,EQ0112,Drill,3062,93.61,0.385,3.17,53.81,110.6,23.43,0
1407,EQ0125,Excavator,2382,95.82,0.178,2.89,38.4,127.7,22.95,0
1408,EQ0147,Drill,8844,92.83,0.515,2.68,47.12,130.3,34.12,0
1409,EQ0036,Loader,8472,76.15,0.406,3.56,44.11,127.4,22.56,1
1410,EQ0029,Drill,1577,107.6,0.514,4.04,42.11,158.5,36.56,0
1411,EQ0188,Excavator,8862,103.69,0.155,3.07,40.32,144.1,25.1,0
1412,EQ0082,Loader,5052,98.57,0.525,3.47,49.9,80.4,30.64,0
1413,EQ0002,Haul Truck,5980,110.26,0.135,3.17,33.4,116.6,30.83,0
1414,EQ0129,Excavator,5692,87.18,0.663,3.38,53.81,119.6,22.61,0
1415,EQ0047,Crusher,7191,110.1,0.578,2.42,29.7,184.5,26.03,1
1416,EQ0197,Excavator,691,87.28,0.458,2.76,46.25,110.1,24.98,0
1417,EQ0148,Loader,6377,96.91,0.584,3.2,28.76,90.5,30.23,0
1418,EQ0011,Excavator,2360,84.81,0.353,3.61,37.47,133.1,27.23,0
1419,EQ0130,Haul Truck,447,95.12,0.511,2.59,40.75,134.9,23.51,0
1420,EQ0195,Haul Truck,8457,98.09,0.619,1.98,36.11,117.8,28.71,0
1421,EQ0119,Crusher,5132,93.76,0.036,2.75,38.55,113.4,30.04,0
1422,EQ0140,Drill,4543,100.71,0.433,3.51,28.9,148.5,39.1,0
1423,EQ0020,Loader,8874,95.79,0.497,2.21,32.1,94.4,28.41,0
1424,EQ0005,Loader,6969,90.82,0.471,2.41,43.99,109.8,28.06,1
1425,EQ0037,Drill,5796,90.47,0.719,3.08,40.24,104.3,30.57,0
1426,EQ0166,Haul Truck,3138,101.49,0.331,2.94,34.48,152.8,22.3,0
1427,EQ0137,Haul Truck,2945,89.77,0.407,3.3,50.59,128.6,17.65,0
1428,EQ0053,Excavator,7964,102.32,0.213,2.39,30.24,88.1,26.13,1
1429,EQ0172,Crusher,6709,104.78,0.727,2.84,37.11,91.1,34.43,0
1430,EQ0099,Crusher,1365,81.65,0.463,3.6,35.95,176.2,35.4,0
1431,EQ0086,Crusher,2374,104.06,0.434,2.4,44.92,152.5,16.72,1
1432,EQ0108,Excavator,2570,111.48,0.492,3.74,40.39,145.2,32.0,0
1433,EQ0024,Crusher,2677,97.02,0.595,2.47,39.13,120.4,14.89,0
1434,EQ0081,Drill,3760,99.79,0.552,3.42,25.25,165.3,30.76,0
1435,EQ0158,Excavator,1168,103.3,0.897,2.81,46.92,86.9,30.4,0
1436,EQ0120,Drill,5691,92.8,0.568,2.43,38.26,142.6,17.66,0
1437,EQ0059,Excavator,6074,96.46,0.43,2.75,40.93,106.7,34.0,0
1438,EQ0128,Crusher,4929,84.49,0.416,3.27,34.01,112.5,38.46,0
1439,EQ0114,Drill,2050,96.11,0.441,3.0,32.75,141.8,27.63,0
1440,EQ0115,Drill,8383,98.98,0.275,3.56,51.99,115.7,28.85,1
1441,EQ0014,Drill,3193,99.13,0.506,3.72,25.81,107.0,36.87,0
1442,EQ0009,Excavator,5411,103.52,0.618,2.41,31.57,105.1,21.24,1
1443,EQ0040,Loader,1487,88.8,0.408,2.37,51.84,60.4,21.39,0
1444,EQ0194,Crusher,4374,90.74,0.379,2.35,45.13,142.9,22.96,0
1445,EQ0025,Drill,2385,110.16,0.727,2.55,37.4,89.8,28.22,0
1446,EQ0103,Loader,3306,93.8,0.286,3.55,49.97,175.8,28.21,0
1447,EQ0022,Crusher,3024,96.6,0.19,3.28,43.57,111.4,24.68,0
1448,EQ0004,Crusher,7145,94.46,0.327,2.73,41.86,159.3,26.2,0
1449,EQ0154,Drill,8571,88.43,0.269,2.99,41.8,65.7,24.76,0
1450,EQ0186,Drill,1718,107.99,0.558,3.7,43.72,141.9,25.05,0
1451,EQ0029,Excavator,8662,90.78,0.446,3.95,44.05,149.7,23.39,1
1452,EQ0109,Loader,5996,85.98,0.467,3.13,57.57,159.1,23.44,0
1453,EQ0098,Loader,7943,91.39,0.673,1.67,38.44,74.2,15.99,1
1454,EQ0037,Drill,9995,78.99,0.396,3.15,38.69,98.9,26.66,1
1455,EQ0075,Crusher,7163,89.79,0.616,3.47,30.1,137.3,16.27,0
1456,EQ0070,Drill,8595,87.25,0.727,3.11,39.58,124.5,32.5,1
1457,EQ0146,Crusher,1448,99.94,0.432,3.36,54.9,128.8,24.64,0
1458,EQ0128,Crusher,5656,89.61,0.611,3.18,47.88,109.2,27.28,0
1459,EQ0085,Drill,5389,102.1,0.464,2.38,35.65,166.5,25.76,0
1460,EQ0042,Haul Truck,2522,106.19,0.639,2.56,40.24,198.3,26.54,0
1461,EQ0100,Loader,3728,101.25,0.264,2.84,29.63,123.1,35.58,0
1462,EQ0041,Crusher,2528,93.28,0.253,3.53,32.25,133.6,19.89,0
1463,EQ0166,Crusher,3133,96.13,0.441,2.62,41.2,121.7,18.26,0
1464,EQ0034,Haul Truck,6257,82.8,0.367,3.23,36.04,158.5,28.72,0
1465,EQ0017,Excavator,8960,93.93,0.422,3.15,31.64,144.9,25.02,0
1466,EQ0165,Haul Truck,8791,88.12,0.467,3.79,43.92,88.0,30.16,0
1467,EQ0153,Haul Truck,7913,100.55,0.608,2.98,39.34,101.6,32.3,0
1468,EQ0122,Crusher,1514,115.58,0.439,2.12,27.46,89.7,21.36,1
1469,EQ0076,Loader,6808,99.0,0.376,3.32,23.4,200.8,31.62,0
1470,EQ0087,Haul Truck,8821,79.07,0.447,4.07,35.44,139.1,21.87,0
1471,EQ0117,Excavator,6735,92.11,0.385,3.36,27.29,102.1,28.45,0
1472,EQ0106,Drill,3721,95.98,0.36,2.61,25.05,99.7,20.58,0
1473,EQ0086,Haul Truck,5415,95.7,0.258,2.46,49.03,144.2,28.79,1
1474,EQ0027,Haul Truck,854,89.15,0.51,2.52,39.22,147.1,27.87,0
1475,EQ0057,Excavator,2447,96.96,0.415,4.0,37.88,143.9,21.38,0
1476,EQ0031,Loader,826,85.06,0.645,2.84,38.49,107.2,19.85,0
1477,EQ0134,Haul Truck,5023,87.44,0.283,2.67,30.9,129.2,32.5,0
1478,EQ0168,Haul Truck,2749,100.17,0.419,2.92,43.29,123.3,25.28,0
1479,EQ0098,Loader,2915,86.87,0.772,2.84,38.95,91.9,34.07,0
1480,EQ0012,Excavator,9166,99.31,0.359,3.78,33.94,92.2,24.74,0
1481,EQ0053,Haul Truck,3379,84.04,0.465,2.49,35.14,132.4,35.81,1
1482,EQ0199,Loader,3084,109.12,0.318,3.59,30.18,125.9,22.31,0
1483,EQ0138,Haul Truck,3907,88.81,0.298,3.06,36.75,136.6,36.84,0
1484,EQ0173,Drill,7976,93.21,0.732,3.6,38.08,143.7,29.05,0
1485,EQ0145,Crusher,6199,97.64,0.526,3.79,36.54,165.0,30.4,0
1486,EQ0154,Drill,707,90.48,0.52,3.04,40.44,96.7,21.98,0
1487,EQ0190,Haul Truck,6269,96.15,0.246,2.84,39.37,138.9,32.38,0
1488,EQ0122,Excavator,7890,99.6,0.554,3.03,41.85,142.5,32.58,0
1489,EQ0046,Crusher,5673,102.68,0.674,2.95,47.54,110.6,26.05,0
1490,EQ0064,Drill,734,101.33,0.672,2.17,44.74,123.7,15.2,1
1491,EQ0130,Loader,1174,93.63,0.6,3.78,47.64,111.4,21.32,0
1492,EQ0054,Excavator,2014,93.83,0.331,3.12,33.22,183.3,21.32,0
1493,EQ0107,Drill,688,113.79,0.547,2.42,35.93,123.1,30.7,1
1494,EQ0193,Loader,3331,102.6,0.6,1.97,45.23,133.5,25.21,0
1495,EQ0051,Haul Truck,6451,87.63,0.231,1.84,45.37,112.1,25.33,0
1496,EQ0181,Loader,3938,95.8,0.332,3.39,34.57,105.6,24.6,0
1497,EQ0036,Drill,2073,92.32,0.633,2.69,44.89,80.9,36.82,0
1498,EQ0115,Drill,5144,93.92,0.631,2.77,32.45,153.0,28.27,0
1499,EQ0026,Haul Truck,6203,85.16,0.268,3.24,43.85,143.1,29.19,0
1500,EQ0029,Loader,6783,91.7,0.619,2.74,39.79,111.0,24.28,0
1501,EQ0149,Loader,5937,109.49,0.514,3.27,28.92,93.0,27.82,0
1502,EQ0011,Haul Truck,9543,99.63,0.617,3.05,36.53,125.4,22.15,0
1503,EQ0040,Loader,6883,75.07,0.405,2.96,57.46,105.1,30.06,0
1504,EQ0011,Haul Truck,5694,104.73,0.597,2.21,41.62,113.3,21.12,0
1505,EQ0164,Excavator,3922,103.72,0.627,2.59,58.4,82.1,32.47,0
1506,EQ0113,Drill,3489,92.13,0.447,3.3,28.45,126.5,23.59,0
1507,EQ0187,Excavator,6014,100.74,0.503,2.66,46.01,127.1,33.69,0
1508,EQ0039,Crusher,1880,88.12,0.403,3.6,19.73,152.8,39.44,0
1509,EQ0054,Crusher,3788,91.24,0.748,4.17,40.0,115.5,28.01,1
1510,EQ0098,Crusher,7311,106.99,0.482,3.33,45.05,110.0,35.87,0
1511,EQ0055,Haul Truck,5137,92.83,0.362,3.75,46.7,73.3,32.51,0
1512,EQ0111,Loader,6419,80.04,0.393,3.36,33.61,153.0,19.4,0
1513,EQ0152,Excavator,9969,94.49,0.519,2.73,48.31,146.8,28.67,0
1514,EQ0150,Excavator,8740,94.37,0.613,3.1,35.73,120.9,31.01,1
1515,EQ0069,Excavator,181,104.59,0.3,4.01,38.69,80.1,31.59,0
1516,EQ0056,Excavator,6378,95.11,0.777,2.74,36.53,83.6,29.07,1
1517,EQ0033,Crusher,7099,91.63,0.546,2.48,30.91,103.6,28.99,0
1518,EQ0036,Excavator,1506,103.36,0.57,2.43,52.56,149.0,28.03,0
1519,EQ0148,Loader,7510,95.97,0.485,2.89,40.38,128.7,28.8,0
1520,EQ0081,Crusher,1580,89.0,0.503,2.5,48.7,75.2,20.66,0
1521,EQ0190,Excavator,9371,104.24,0.478,3.84,48.36,132.1,26.58,1
1522,EQ0109,Haul Truck,3698,96.55,0.653,3.11,32.26,94.8,19.28,1
1523,EQ0154,Drill,8093,95.02,0.499,3.49,49.73,104.3,25.01,1
1524,EQ0194,Drill,4283,96.42,0.615,2.85,44.03,149.2,24.46,0
1525,EQ0073,Drill,3780,86.43,0.435,2.43,31.67,143.0,24.07,0
1526,EQ0040,Crusher,7744,90.78,0.529,2.35,43.59,152.8,21.69,1
1527,EQ0017,Excavator,4410,95.03,0.379,2.55,31.82,119.3,29.62,0
1528,EQ0129,Crusher,1858,93.44,0.682,3.17,52.85,146.5,26.09,0
1529,EQ0061,Loader,2699,105.18,0.375,3.26,46.51,102.4,25.48,0
1530,EQ0171,Haul Truck,5716,96.74,0.451,3.3,39.43,112.3,19.55,0
1531,EQ0104,Haul Truck,5913,101.84,0.453,2.26,50.12,110.2,26.21,0
1532,EQ0042,Drill,3953,95.08,0.447,3.0,27.34,120.7,34.87,0
1533,EQ0025,Drill,2392,103.45,0.608,2.49,34.01,81.4,34.96,1
1534,EQ0039,Drill,1601,98.18,0.453,3.2,37.98,113.2,30.24,0
1535,EQ0035,Excavator,8522,95.11,0.709,3.24,57.89,163.5,26.23,1
1536,EQ0131,Loader,7650,94.89,0.377,2.41,31.44,87.2,31.35,0
1537,EQ0108,Loader,4350,87.36,0.525,3.48,26.34,80.1,24.0,0
1538,EQ0172,Loader,9490,99.06,0.384,4.17,28.44,82.5,26.2,0
1539,EQ0179,Loader,7091,94.68,0.563,3.42,47.25,199.9,23.54,0
1540,EQ0102,Drill,214,90.98,0.498,2.92,35.25,133.9,33.45,1
1541,EQ0098,Haul Truck,9705,103.85,0.477,2.84,38.73,111.9,32.68,0
1542,EQ0012,Drill,4506,85.0,0.678,2.9,46.1,122.0,27.79,0
1543,EQ0019,Loader,9284,91.62,0.402,2.62,38.74,126.8,38.39,0
1544,EQ0101,Drill,2447,103.22,0.588,3.13,41.63,100.8,30.48,0
1545,EQ0044,Loader,1141,97.52,0.385,2.43,44.28,104.5,30.14,0
1546,EQ0187,Crusher,7027,94.62,0.517,2.06,36.55,115.3,29.49,0
1547,EQ0049,Haul Truck,111,97.01,0.321,3.11,38.67,98.3,20.43,0
1548,EQ0189,Crusher,8080,96.44,0.401,3.01,41.94,108.1,22.63,0
1549,EQ0017,Excavator,7971,82.87,0.488,2.71,46.95,130.6,27.67,0
1550,EQ0074,Drill,6475,92.21,0.772,2.36,33.66,90.1,27.72,0
1551,EQ0057,Excavator,7198,107.93,0.515,3.14,15.84,198.3,31.54,0
1552,EQ0055,Drill,3776,89.73,0.748,2.5,45.44,142.6,23.99,1
1553,EQ0047,Crusher,6209,92.45,0.533,2.93,47.42,81.9,28.42,0
1554,EQ0012,Loader,5497,90.67,0.442,3.88,41.6,45.7,28.53,0
1555,EQ0062,Loader,3165,94.3,0.731,3.33,42.15,99.4,28.77,0
1556,EQ0080,Drill,2136,90.34,0.566,2.32,35.49,140.5,28.1,1
1557,EQ0083,Loader,3146,98.89,0.404,2.36,44.0,134.7,19.58,0
1558,EQ0008,Crusher,640,96.58,0.571,3.08,46.83,116.7,14.43,0
1559,EQ0149,Loader,176,101.19,0.456,2.31,40.45,102.0,22.35,0
1560,EQ0081,Crusher,3167,86.59,0.202,2.0,59.93,92.9,24.81,0
1561,EQ0118,Excavator,123,92.28,0.64,3.27,27.49,107.9,20.93,0
1562,EQ0198,Crusher,5234,93.19,0.664,3.16,41.3,89.6,27.67,0
1563,EQ0200,Haul Truck,775,98.65,0.776,3.23,30.61,108.0,34.54,0
1564,EQ0025,Haul Truck,6768,88.65,0.563,3.13,47.04,159.9,32.36,1
1565,EQ0089,Haul Truck,4367,102.33,0.463,2.97,27.35,96.9,30.8,0
1566,EQ0012,Drill,6088,104.49,0.625,2.67,29.33,138.3,33.91,0
1567,EQ0143,Drill,7752,87.09,0.627,3.26,34.93,142.9,22.45,0
1568,EQ0059,Drill,8780,91.07,0.746,3.76,42.13,87.6,25.26,0
1569,EQ0154,Crusher,1585,90.74,0.493,2.75,35.24,94.7,31.69,0
1570,EQ0109,Drill,3759,116.06,0.475,2.49,35.32,152.1,25.15,0
1571,EQ0026,Excavator,2519,91.56,0.393,2.43,38.55,92.2,25.48,0
1572,EQ0047,Haul Truck,7840,108.42,0.581,2.57,38.06,118.3,39.17,1
1573,EQ0032,Crusher,7243,84.87,0.268,3.1,51.9,181.2,28.57,0
1574,EQ0010,Haul Truck,3595,87.08,0.616,1.93,45.49,149.4,38.58,0
1575,EQ0016,Drill,856,89.51,0.588,3.22,37.4,122.6,17.06,0
1576,EQ0199,Crusher,8548,88.23,0.588,3.32,56.78,145.2,24.21,0
1577,EQ0145,Loader,1879,92.86,0.521,2.1,43.93,118.3,30.45,1
1578,EQ0151,Excavator,6587,89.33,0.73,2.51,32.25,150.5,28.56,0
1579,EQ0026,Drill,9764,88.45,0.631,3.04,42.05,58.6,15.67,0
1580,EQ0086,Drill,358,104.27,0.409,2.93,44.28,115.8,26.62,0
1581,EQ0135,Excavator,4175,104.79,0.412,3.26,34.5,57.4,42.84,0
1582,EQ0014,Excavator,8598,102.59,0.368,2.93,31.58,124.8,29.48,0
1583,EQ0079,Loader,8114,99.19,0.583,3.63,40.69,112.9,31.63,0
1584,EQ0117,Drill,1218,95.74,0.35,2.84,37.12,160.8,24.14,0
1585,EQ0007,Drill,7731,91.02,0.663,2.51,51.83,141.4,29.46,1
1586,EQ0137,Haul Truck,3117,87.37,0.698,2.47,45.93,104.2,27.93,1
1587,EQ0115,Crusher,4441,97.9,0.368,3.37,34.87,107.8,34.71,0
1588,EQ0176,Crusher,1758,85.61,0.472,3.01,43.41,131.4,34.52,0
1589,EQ0072,Haul Truck,8478,87.05,0.502,3.32,50.14,102.8,30.45,0
1590,EQ0059,Crusher,1897,104.22,0.633,3.31,28.85,119.0,28.43,0
1591,EQ0082,Excavator,9216,110.21,0.741,1.99,31.82,159.5,17.93,0
1592,EQ0116,Crusher,884,98.15,0.247,2.43,39.91,95.1,17.72,0
